title;author;year;avg_rating;ratings;url
I Sing the Body Electric! & Other Stories (Paperback);Ray Bradbury;1969;4.04;12676;https://www.goodreads.com/book/show/74586.I_Sing_the_Body_Electric_Other_Stories
The Mimicking of Known Successes (The Investigations of Mossa and Pleiti, #1);Malka Ann Older;2023;3.64;6522;https://www.goodreads.com/book/show/60784309-the-mimicking-of-known-successes
High-Rise (Paperback);J.G. Ballard;1975;3.61;34076;https://www.goodreads.com/book/show/12331767-high-rise
InterWorld (InterWorld, #1);Neil Gaiman;2007;3.56;22646;https://www.goodreads.com/book/show/47701.InterWorld
Dr. Bloodmoney (Paperback);Philip K. Dick;1963;3.7;9374;https://www.goodreads.com/book/show/636108.Dr_Bloodmoney
Mockingbird (Paperback);Walter Tevis;1980;4.16;10389;https://www.goodreads.com/book/show/323172.Mockingbird
Goliath (Leviathan, #3);Scott Westerfeld;2011;4.23;32992;https://www.goodreads.com/book/show/9918083-goliath
In the Garden of Iden (The Company, #1);Kage Baker;1997;3.77;5773;https://www.goodreads.com/book/show/270490.In_the_Garden_of_Iden
Dying Inside (Paperback);Robert Silverberg;1972;3.83;6970;https://www.goodreads.com/book/show/968902.Dying_Inside
The Penultimate Truth (Paperback);Philip K. Dick;1964;3.77;10394;https://www.goodreads.com/book/show/41064.The_Penultimate_Truth
A Maze of Death (Paperback);Philip K. Dick;1970;3.81;9302;https://www.goodreads.com/book/show/216399.A_Maze_of_Death
Little Fuzzy (Fuzzy Sapiens, #1);H. Beam Piper;1962;4.03;10345;https://www.goodreads.com/book/show/1440148.Little_Fuzzy
Podkayne of Mars (Mass Market Paperback);Robert A. Heinlein;1963;3.67;9260;https://www.goodreads.com/book/show/50839.Podkayne_of_Mars
The Ones We're Meant to Find (Kindle Edition);Joan He;2021;3.55;10798;https://www.goodreads.com/book/show/44084665-the-ones-we-re-meant-to-find
The Past Through Tomorrow (Future History, #1-21);Robert A. Heinlein;1967;4.17;16632;https://www.goodreads.com/book/show/121581.The_Past_Through_Tomorrow
Wolves of the Calla (The Dark Tower, #5);Stephen         King;2003;4.2;188382;https://www.goodreads.com/book/show/4978.Wolves_of_the_Calla
Blackfish City (ebook);Sam J. Miller;2018;3.58;8963;https://www.goodreads.com/book/show/35068768-blackfish-city
Glory Road (Paperback);Robert A. Heinlein;1963;3.78;14025;https://www.goodreads.com/book/show/50856.Glory_Road
Reboot (Reboot, #1);Amy Tintera;2013;3.89;33819;https://www.goodreads.com/book/show/13517455-reboot
Deadline (Newsflesh, #2);Mira Grant;2011;4.1;26759;https://www.goodreads.com/book/show/8429687-deadline
Marque and Reprisal (Vatta's War, #2);Elizabeth Moon;2004;4.09;10843;https://www.goodreads.com/book/show/96279.Marque_and_Reprisal
Make Room! Make Room! (Mass Market Paperback);Harry Harrison;1966;3.71;8917;https://www.goodreads.com/book/show/473850.Make_Room_Make_Room_
Diamond Dogs, Turquoise Days (Paperback);Alastair Reynolds;2001;4.0;11602;https://www.goodreads.com/book/show/893590.Diamond_Dogs_Turquoise_Days
Nightfall and Other Stories (Mass Market Paperback);Isaac Asimov;1969;4.25;14368;https://www.goodreads.com/book/show/70771.Nightfall_and_Other_Stories
The Accidental Time Machine (Hardcover);Joe Haldeman;2007;3.72;10043;https://www.goodreads.com/book/show/21608.The_Accidental_Time_Machine
The Rest of the Robots (Robot, #0.2);Isaac Asimov;1964;4.09;7384;https://www.goodreads.com/book/show/272773.The_Rest_of_the_Robots
WWW: Wake (WWW, #1);Robert J. Sawyer;2009;3.82;8286;https://www.goodreads.com/book/show/4418395-www
Hothouse (Mass Market Paperback);Brian W. Aldiss;1962;3.62;5520;https://www.goodreads.com/book/show/845078.Hothouse
Annie Bot (Hardcover);Sierra Greer;2024;3.83;27674;https://www.goodreads.com/book/show/156023123-annie-bot
Beacon 23 (Beacon 23, #1-5);Hugh Howey;2015;3.91;20357;https://www.goodreads.com/book/show/26771521-beacon-23
The Spare Man (Hardcover);Mary Robinette Kowal;2022;3.75;6434;https://www.goodreads.com/book/show/55077658-the-spare-man
Influx (Mass Market Paperback);Daniel Suarez;2014;3.93;17495;https://www.goodreads.com/book/show/22668803-influx
The Science Fiction Hall of Fame, Volume One, 1929-1964 (Paperback);Robert Silverberg;1970;4.32;6253;https://www.goodreads.com/book/show/141860.The_Science_Fiction_Hall_of_Fame_Volume_One_1929_1964
Ammonite (Paperback);Nicola Griffith;1992;3.9;6506;https://www.goodreads.com/book/show/180270.Ammonite
Darth Plagueis (Star Wars);James Luceno;2012;4.17;29802;https://www.goodreads.com/book/show/11099729-darth-plagueis
The Book of the Unnamed Midwife (The Road to Nowhere, #1);Meg Elison;2014;4.15;23426;https://www.goodreads.com/book/show/29806086-the-book-of-the-unnamed-midwife
Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1);Toshikazu Kawaguchi;2015;3.69;469612;https://www.goodreads.com/book/show/44421460-before-the-coffee-gets-cold
One Last Stop (Paperback);Casey McQuiston;2021;3.92;249397;https://www.goodreads.com/book/show/54860443-one-last-stop
Logan's Run (Paperback);William F. Nolan;1967;3.64;12294;https://www.goodreads.com/book/show/73654.Logan_s_Run
Aurora's End (The Aurora Cycle, #3);Amie Kaufman;2021;4.21;22665;https://www.goodreads.com/book/show/40516976-aurora-s-end
Wild Cards (Wild Cards, #1);George R.R. Martin;1986;3.69;15072;https://www.goodreads.com/book/show/147908.Wild_Cards
A Case of Conscience (After Such Knowledge, #4);James Blish;1958;3.62;6750;https://www.goodreads.com/book/show/123673.A_Case_of_Conscience
Sea of Silver Light (Otherland, #4);Tad Williams;2001;4.15;14454;https://www.goodreads.com/book/show/10092.Sea_of_Silver_Light
Freedom's Landing (Catteni, #1);Anne McCaffrey;1995;3.98;11881;https://www.goodreads.com/book/show/61928.Freedom_s_Landing
Earth Afire (The First Formic War, #2);Orson Scott Card;2013;4.06;15958;https://www.goodreads.com/book/show/16059350-earth-afire
Raven Stratagem (The Machineries of Empire, #2);Yoon Ha Lee;2017;4.1;9223;https://www.goodreads.com/book/show/32927239-raven-stratagem
Non-Stop (Paperback);Brian W. Aldiss;1958;3.88;7043;https://www.goodreads.com/book/show/384579.Non_Stop
Shadow of the Hegemon (The Shadow Series, #2);Orson Scott Card;2000;3.96;78734;https://www.goodreads.com/book/show/9534.Shadow_of_the_Hegemon
Station Eternity (The Midsolar Murders, #1);Mur Lafferty;2022;3.7;6672;https://www.goodreads.com/book/show/60035241-station-eternity
Brilliance (Brilliance Saga, #1);Marcus Sakey;2013;3.98;32622;https://www.goodreads.com/book/show/17171909-brilliance
The Great Dune Trilogy (Paperback);Frank Herbert;1979;4.37;61881;https://www.goodreads.com/book/show/53764.The_Great_Dune_Trilogy
Rubinrot (Edelstein-Trilogie, #1);Kerstin Gier;2009;4.13;158582;https://www.goodreads.com/book/show/6325285-rubinrot
Shadows of the Empire (Mass Market Paperback);Steve Perry;1996;3.83;18329;https://www.goodreads.com/book/show/9549.Shadows_of_the_Empire
Dreamcatcher (Paperback);Stephen         King;2001;3.66;177892;https://www.goodreads.com/book/show/11570.Dreamcatcher
Supernova (Renegades, #3);Marissa Meyer;2019;4.39;76512;https://www.goodreads.com/book/show/42771754-supernova
Middlegame (Alchemical Journeys, #1);Seanan McGuire;2019;4.01;29748;https://www.goodreads.com/book/show/35965482-middlegame
China Mountain Zhang (Paperback);Maureen F. McHugh;1992;3.95;4824;https://www.goodreads.com/book/show/836964.China_Mountain_Zhang
Nyxia (The Nyxia Triad, #1);Scott Reintgen;2017;4.13;12667;https://www.goodreads.com/book/show/27426044-nyxia
Pastwatch: The Redemption of Christopher Columbus (Mass Market Paperback);Orson Scott Card;1996;3.97;15241;https://www.goodreads.com/book/show/40293.Pastwatch
Eyes of the Void (The Final Architecture, #2);Adrian Tchaikovsky;2022;4.2;14889;https://www.goodreads.com/book/show/58950674-eyes-of-the-void
The One (The Selection, #3);Kiera Cass;2014;4.15;710862;https://www.goodreads.com/book/show/18635016-the-one
Her Smoke Rose Up Forever (Paperback);James Tiptree Jr.;1990;4.18;4480;https://www.goodreads.com/book/show/27059.Her_Smoke_Rose_Up_Forever
The Stepford Wives (Paperback);Ira Levin;1972;3.85;43722;https://www.goodreads.com/book/show/52350.The_Stepford_Wives
Infomocracy (The Centenal Cycle, #1);Malka Ann Older;2016;3.61;6730;https://www.goodreads.com/book/show/26114433-infomocracy
The Thousandth Floor (The Thousandth Floor, #1);Katharine McGee;2016;3.66;45919;https://www.goodreads.com/book/show/24921954-the-thousandth-floor
The Swarm (Hardcover);Frank Schätzing;2004;4.09;26100;https://www.goodreads.com/book/show/68146.The_Swarm
Opal (Lux, #3);Jennifer L. Armentrout;2012;4.24;153663;https://www.goodreads.com/book/show/13362536-opal
Feersum Endjinn (Mass Market Paperback);Iain M. Banks;1994;3.84;11141;https://www.goodreads.com/book/show/12015.Feersum_Endjinn
UnSouled (Unwind, #3);Neal Shusterman;2013;4.23;36411;https://www.goodreads.com/book/show/12792658-unsouled
The Long Walk (Mass Market Paperback);Richard Bachman;1978;4.08;194251;https://www.goodreads.com/book/show/9014.The_Long_Walk
Dark Apprentice (Star Wars: The Jedi Academy Trilogy, #2);Kevin J. Anderson;1994;3.64;15215;https://www.goodreads.com/book/show/760111.Dark_Apprentice
Thirteen (Hardcover);Richard K. Morgan;2007;3.9;12446;https://www.goodreads.com/book/show/40448.Thirteen
Star Wars: Revenge of the Sith (Star Wars Novelizations, #3);Matthew Woodring Stover;2005;4.28;21029;https://www.goodreads.com/book/show/35458.Star_Wars
Passage (Mass Market Paperback);Connie Willis;2001;3.72;9757;https://www.goodreads.com/book/show/24984.Passage
Saturn's Children (Freyaverse #1);Charles Stross;2008;3.59;7934;https://www.goodreads.com/book/show/2278387.Saturn_s_Children
Protector (Known Space);Larry Niven;1973;4.06;10766;https://www.goodreads.com/book/show/100344.Protector
The Prisoner of Cell 25 (Michael Vey, #1);Richard Paul Evans;2011;4.22;46523;https://www.goodreads.com/book/show/11337912-the-prisoner-of-cell-25
Robot Visions (Robot, #0.5);Isaac Asimov;1990;4.23;11072;https://www.goodreads.com/book/show/41823.Robot_Visions
Tuf Voyaging (Paperback);George R.R. Martin;1986;4.1;12261;https://www.goodreads.com/book/show/776212.Tuf_Voyaging
Unearthed (Unearthed, #1);Amie Kaufman;2017;3.81;7722;https://www.goodreads.com/book/show/25446297-unearthed
The Anubis Gates (Paperback);Tim Powers;1983;3.9;16915;https://www.goodreads.com/book/show/142296.The_Anubis_Gates
The Gripping Hand (Moties, #2);Larry Niven;1993;3.83;12066;https://www.goodreads.com/book/show/218453.The_Gripping_Hand
Naked in Death (In Death, #1);J.D. Robb;1995;4.13;195592;https://www.goodreads.com/book/show/479309.Naked_in_Death
LIFEL1K3 (Lifelike, #1);Jay Kristoff;2018;3.94;11916;https://www.goodreads.com/book/show/29456569-lifel1k3
Their Fractured Light (Starbound, #3);Amie Kaufman;2015;4.1;14494;https://www.goodreads.com/book/show/13138736-their-fractured-light
Sisters of the Vast Black (Our Lady of Endless Worlds, #1);Lina Rather;2019;4.01;4400;https://www.goodreads.com/book/show/44581558-sisters-of-the-vast-black
The Abyss Beyond Dreams (Chronicle of the Fallers #1);Peter F. Hamilton;2014;4.21;13320;https://www.goodreads.com/book/show/20697413-the-abyss-beyond-dreams
Star Wars: The Truce at Bakura (Mass Market Paperback);Kathy Tyers;1994;3.46;13556;https://www.goodreads.com/book/show/302618.Star_Wars
Harry Potter and the Sorcerer’s Stone (Harry Potter, #1);J.K. Rowling;1997;4.47;10342254;https://www.goodreads.com/book/show/42844155-harry-potter-and-the-sorcerer-s-stone
The Renegades of Pern (Pern, #10);Anne McCaffrey;1989;3.91;20601;https://www.goodreads.com/book/show/20082.The_Renegades_of_Pern
Titan (Gaea, #1);John Varley;1979;3.95;9050;https://www.goodreads.com/book/show/49838.Titan
Dogs of War (Dogs of War, #1);Adrian Tchaikovsky;2017;4.24;12285;https://www.goodreads.com/book/show/35827220-dogs-of-war
The Rook (The Checquy Files, #1);Daniel O'Malley;2012;4.1;60113;https://www.goodreads.com/book/show/10836728-the-rook
Light of the Jedi (Hardcover);Charles Soule;2021;3.93;29263;https://www.goodreads.com/book/show/51637946-light-of-the-jedi
The Fellowship of the Ring (Middle Earth, #1);J.R.R. Tolkien;1954;4.39;2858737;https://www.goodreads.com/book/show/61215351-the-fellowship-of-the-ring
The Relentless Moon (Lady Astronaut Universe, #3);Mary Robinette Kowal;2020;4.35;8703;https://www.goodreads.com/book/show/52381417-the-relentless-moon
The Fabulous Riverboat (Riverworld #2);Philip José Farmer;1971;3.87;10834;https://www.goodreads.com/book/show/16536.The_Fabulous_Riverboat
The Gate to Women's Country (Paperback);Sheri S. Tepper;1987;4.06;13680;https://www.goodreads.com/book/show/104344.The_Gate_to_Women_s_Country
The Scar (New Crobuzon, #2);China Miéville;2002;4.18;33138;https://www.goodreads.com/book/show/68497.The_Scar
Ancestral Night (White Space, #1);Elizabeth Bear;2019;3.79;5807;https://www.goodreads.com/book/show/26159745-ancestral-night
The Courtship of Princess Leia (Star Wars);Dave Wolverton;1994;3.61;15407;https://www.goodreads.com/book/show/161540.The_Courtship_of_Princess_Leia
Mind of My Mind (Patternmaster, #2);Octavia E. Butler;1977;4.18;13813;https://www.goodreads.com/book/show/116254.Mind_of_My_Mind
The Pride of Chanur (Chanur, #1);C.J. Cherryh;1981;3.94;7408;https://www.goodreads.com/book/show/1197129.The_Pride_of_Chanur
Timequake (Kindle Edition);Kurt Vonnegut Jr.;1997;3.73;38775;https://www.goodreads.com/book/show/33586715-timequake
Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet Collected Editions, #1);Kelly Sue DeConnick;2015;4.02;24730;https://www.goodreads.com/book/show/25074849-bitch-planet-vol-1
Man Plus (Man Plus #1);Frederik Pohl;1976;3.74;8455;https://www.goodreads.com/book/show/367215.Man_Plus
The Telling (Mass Market Paperback);Ursula K. Le Guin;2000;3.97;8236;https://www.goodreads.com/book/show/59921.The_Telling
A Talent for War (Alex Benedict, #1);Jack McDevitt;1989;3.77;6894;https://www.goodreads.com/book/show/352774.A_Talent_for_War
Triplanetary (Lensman, #1);"E.E. ""Doc"" Smith";1934;3.65;7159;https://www.goodreads.com/book/show/444944.Triplanetary
Champions of the Force (Star Wars: The Jedi Academy Trilogy, #3);Kevin J. Anderson;1994;3.67;14399;https://www.goodreads.com/book/show/513207.Champions_of_the_Force
Starman Jones (Paperback);Robert A. Heinlein;1953;3.88;8837;https://www.goodreads.com/book/show/351.Starman_Jones
The Hammer of God (Paperback);Arthur C. Clarke;1992;3.7;8737;https://www.goodreads.com/book/show/35813.The_Hammer_of_God
The Revenge of Seven (Lorien Legacies, #5);Pittacus Lore;2014;4.25;51330;https://www.goodreads.com/book/show/19346451-the-revenge-of-seven
The Eternity Code (Artemis Fowl, #3);Eoin Colfer;2003;4.05;137126;https://www.goodreads.com/book/show/227865.The_Eternity_Code
Engaging the Enemy (Vatta's War, #3);Elizabeth Moon;2006;4.07;9770;https://www.goodreads.com/book/show/96277.Engaging_the_Enemy
Agency (Jackpot #2);William Gibson;2020;3.81;13299;https://www.goodreads.com/book/show/34943643-agency
Pathfinder (Pathfinder, #1);Orson Scott Card;2010;4.01;24271;https://www.goodreads.com/book/show/8100267-pathfinder
Atlas Shrugged (Paperback);Ayn Rand;1957;3.69;393983;https://www.goodreads.com/book/show/662.Atlas_Shrugged
The Masterharper of Pern (Pern, #14);Anne McCaffrey;1998;4.26;25041;https://www.goodreads.com/book/show/24870.The_Masterharper_of_Pern
Earth (Paperback);David Brin;1990;3.92;7979;https://www.goodreads.com/book/show/96471.Earth
The Fever Code (The Maze Runner, #0.5);James Dashner;2016;4.03;70919;https://www.goodreads.com/book/show/23267628-the-fever-code
Radiance (Hardcover);Catherynne M. Valente;2015;3.72;5265;https://www.goodreads.com/book/show/18490533-radiance
The Dog Stars (Hardcover);Peter Heller;2012;3.95;65989;https://www.goodreads.com/book/show/13330761-the-dog-stars
Thrawn: Alliances (Star Wars: Thrawn, #2);Timothy Zahn;2018;3.96;30702;https://www.goodreads.com/book/show/36385830-thrawn
Pump Six and Other Stories (Hardcover);Paolo Bacigalupi;2008;4.04;8600;https://www.goodreads.com/book/show/2819368-pump-six-and-other-stories
Lord of the Flies (Paperback);William Golding;1954;3.69;2966730;https://www.goodreads.com/book/show/7624.Lord_of_the_Flies
Terminal World (Paperback);Alastair Reynolds;2010;3.76;8297;https://www.goodreads.com/book/show/6237781-terminal-world
Starters (Starters, #1);Lissa Price;2012;3.89;44535;https://www.goodreads.com/book/show/11861062-starters
Velocity Weapon (The Protectorate, #1);Megan E. O'Keefe;2019;3.86;6576;https://www.goodreads.com/book/show/41085049-velocity-weapon
For Darkness Shows the Stars (For Darkness Shows the Stars, #1);Diana Peterfreund;2012;3.87;18958;https://www.goodreads.com/book/show/8306761-for-darkness-shows-the-stars
The Gone-Away World (Hardcover);Nick Harkaway;2008;4.1;13639;https://www.goodreads.com/book/show/3007704-the-gone-away-world
Mass Effect: Revelation (Mass Effect, #1);Drew Karpyshyn;2007;3.72;13315;https://www.goodreads.com/book/show/231599.Mass_Effect
Catalyst: A Rogue One Novel (Hardcover);James Luceno;2016;3.75;18801;https://www.goodreads.com/book/show/29662066-catalyst
Time's Eye (A Time Odyssey, #1);Arthur C. Clarke;2003;3.72;8269;https://www.goodreads.com/book/show/64936.Time_s_Eye
Akira, Vol. 1 (Paperback);Katsuhiro Otomo;1984;4.4;35342;https://www.goodreads.com/book/show/93371.Akira_Vol_1
Echopraxia (Firefall, #2);Peter Watts;2014;3.83;10959;https://www.goodreads.com/book/show/18490708-echopraxia
John Dies at the End (John Dies at the End, #1);David  Wong;2007;3.87;77679;https://www.goodreads.com/book/show/1857440.John_Dies_at_the_End
The Fifth Head of Cerberus (Paperback);Gene Wolfe;1972;3.99;7594;https://www.goodreads.com/book/show/845501.The_Fifth_Head_of_Cerberus
Light (Kefahuchi Tract, #1);M. John Harrison;2002;3.61;6219;https://www.goodreads.com/book/show/17735.Light
Welcome to the Monkey House (Paperback);Kurt Vonnegut Jr.;1968;4.13;61731;https://www.goodreads.com/book/show/4985.Welcome_to_the_Monkey_House
Sunreach (Skyward, #2.1);Brandon Sanderson;2021;4.16;22293;https://www.goodreads.com/book/show/57903876-sunreach
The Egg (ebook);Andy Weir;2009;4.22;32326;https://www.goodreads.com/book/show/17563539-the-egg
Alienated (Alienated, #1);Melissa Landers;2014;3.89;23361;https://www.goodreads.com/book/show/13574417-alienated
The Dolphins of Pern (Pern, #12);Anne McCaffrey;1994;4.02;18694;https://www.goodreads.com/book/show/127567.The_Dolphins_of_Pern
Termination Shock (Hardcover);Neal Stephenson;2021;3.83;17901;https://www.goodreads.com/book/show/57094295-termination-shock
Slan (Slan, #1);A.E. van Vogt;1940;3.69;5550;https://www.goodreads.com/book/show/643792.Slan
Axis (Spin, #2);Robert Charles Wilson;2007;3.55;9412;https://www.goodreads.com/book/show/116410.Axis
Galactic North (Hardcover);Alastair Reynolds;2006;4.12;8896;https://www.goodreads.com/book/show/89188.Galactic_North
When Gravity Fails (Marîd Audran, #1);George Alec Effinger;1986;3.91;7788;https://www.goodreads.com/book/show/132694.When_Gravity_Fails
Winterfair Gifts (Vorkosigan Saga, #13.1);Lois McMaster Bujold;2002;4.15;9082;https://www.goodreads.com/book/show/3746202-winterfair-gifts
The Last Conversation (Kindle Edition);Paul Tremblay;2019;3.76;18300;https://www.goodreads.com/book/show/49674113-the-last-conversation
Star Wars: From a Certain Point of View (From a Certain Point of View, #1);Elizabeth Schaefer;2017;3.94;13982;https://www.goodreads.com/book/show/34817927-star-wars
Dreadnaught (The Lost Fleet: Beyond the Frontier, #1);Jack Campbell;2011;4.05;14578;https://www.goodreads.com/book/show/9676849-dreadnaught
Wanderlust (Sirantha Jax, #2);Ann Aguirre;2008;3.87;6811;https://www.goodreads.com/book/show/3182799-wanderlust
Jumper (Jumper, #1);Steven Gould;1992;3.92;15327;https://www.goodreads.com/book/show/47970.Jumper
Machines like Me (Paperback);Ian McEwan;2019;3.59;31955;https://www.goodreads.com/book/show/42086795-machines-like-me
Ball Lightning (Hardcover);Liu Cixin;2004;3.79;12472;https://www.goodreads.com/book/show/32076670-ball-lightning
The Psychology of Time Travel (Hardcover);Kate Mascarenhas;2018;3.7;14571;https://www.goodreads.com/book/show/41035725-the-psychology-of-time-travel
The Mountains of Mourning (Vorkosigan Saga, #5.1);Lois McMaster Bujold;1989;4.28;8572;https://www.goodreads.com/book/show/29739795-the-mountains-of-mourning
Through the Ever Night (Under the Never Sky, #2);Veronica Rossi;2013;4.13;73167;https://www.goodreads.com/book/show/13253276-through-the-ever-night
Hunt the Stars (Starlight's Shadow, #1);Jessie Mihalik;2022;4.03;10380;https://www.goodreads.com/book/show/56754734-hunt-the-stars
The Shining Girls (Hardcover);Lauren Beukes;2013;3.55;52051;https://www.goodreads.com/book/show/16131077-the-shining-girls
The Dark Tower (The Dark Tower, #7);Stephen         King;2004;4.28;176666;https://www.goodreads.com/book/show/5091.The_Dark_Tower
Damia (The Tower and the Hive, #2);Anne McCaffrey;1991;4.04;13151;https://www.goodreads.com/book/show/61959.Damia
The Divine Invasion (Paperback);Philip K. Dick;1981;3.82;9075;https://www.goodreads.com/book/show/216398.The_Divine_Invasion
Ten Thousand Skies Above You (Firebird, #2);Claudia Gray;2015;4.05;23746;https://www.goodreads.com/book/show/17234659-ten-thousand-skies-above-you
Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1);Ransom Riggs;2011;3.92;1286208;https://www.goodreads.com/book/show/9460487-miss-peregrine-s-home-for-peculiar-children
The Opal Deception (Artemis Fowl, #4);Eoin Colfer;2005;4.05;139762;https://www.goodreads.com/book/show/114954.The_Opal_Deception
To Sail Beyond the Sunset (Mass Market Paperback);Robert A. Heinlein;1987;3.88;11486;https://www.goodreads.com/book/show/354.To_Sail_Beyond_the_Sunset
The Nine Billion Names of God (Mass Market Paperback);Arthur C. Clarke;1967;4.06;8144;https://www.goodreads.com/book/show/149075.The_Nine_Billion_Names_of_God
Mission of Gravity (Paperback);Hal Clement;1954;3.9;7375;https://www.goodreads.com/book/show/525285.Mission_of_Gravity
Paper Girls, Volume 4 (Paperback);Brian K. Vaughan;2018;4.13;19524;https://www.goodreads.com/book/show/35989512-paper-girls-volume-4
You Have Arrived at Your Destination (Kindle Edition);Amor Towles;2019;3.49;24092;https://www.goodreads.com/book/show/49665863-you-have-arrived-at-your-destination
Snapshot (Leather Bound);Brandon Sanderson;2017;4.06;15596;https://www.goodreads.com/book/show/31176804-snapshot
Heaven's Queen  (Paradox, #3);Rachel Bach;2014;3.97;7948;https://www.goodreads.com/book/show/18295835-heaven-s-queen
The Sheep Look Up (Paperback);John Brunner;1972;3.9;5430;https://www.goodreads.com/book/show/41074.The_Sheep_Look_Up
Time for the Stars (Hardcover);Robert A. Heinlein;1956;3.98;9408;https://www.goodreads.com/book/show/356.Time_for_the_Stars
River of Gods (India 2047, #1);Ian McDonald;2004;3.91;6017;https://www.goodreads.com/book/show/278280.River_of_Gods
Blackout (Newsflesh, #3);Mira Grant;2012;4.08;23172;https://www.goodreads.com/book/show/11806716-blackout
Space Cadet (Hardcover);Robert A. Heinlein;1948;3.85;9089;https://www.goodreads.com/book/show/50852.Space_Cadet
The Lady Astronaut of Mars (ebook);Mary Robinette Kowal;2012;4.19;6420;https://www.goodreads.com/book/show/22154436-the-lady-astronaut-of-mars
At All Costs (Honor Harrington, #11);David Weber;2005;4.21;11430;https://www.goodreads.com/book/show/77732.At_All_Costs
The Doors of Eden (ebook);Adrian Tchaikovsky;2020;3.87;8511;https://www.goodreads.com/book/show/48643567-the-doors-of-eden
Rogue Squadron (Star Wars: X-Wing, #1);Michael A. Stackpole;1996;4.05;17309;https://www.goodreads.com/book/show/513176.Rogue_Squadron
One Second After (After, #1);William R. Forstchen;2009;3.97;68156;https://www.goodreads.com/book/show/4922079-one-second-after
Time (Manifold #1);Stephen Baxter;1999;3.79;7777;https://www.goodreads.com/book/show/63742.Time
The Invasion (Animorphs, #1);K.A. Applegate;1996;3.88;18231;https://www.goodreads.com/book/show/776877.The_Invasion
Inherit the Stars (Mass Market Paperback);James P. Hogan;1977;4.06;5401;https://www.goodreads.com/book/show/776489.Inherit_the_Stars
Dragon Pearl (Thousand Worlds, #1);Yoon Ha Lee;2019;3.83;11513;https://www.goodreads.com/book/show/34966859-dragon-pearl
Barbarian Alien (Ice Planet Barbarians, #2);Ruby Dixon;2015;3.76;83845;https://www.goodreads.com/book/show/25802043-barbarian-alien
Auberon (The Expanse, #7.5);James S.A. Corey;2019;4.19;12569;https://www.goodreads.com/book/show/51209450-auberon
Song of Susannah (The Dark Tower, #6);Stephen         King;2004;3.99;162880;https://www.goodreads.com/book/show/5093.Song_of_Susannah
Command Decision (Vatta's War, #4);Elizabeth Moon;2007;4.11;10053;https://www.goodreads.com/book/show/96276.Command_Decision
Predator's Gold (Mortal Engines Quartet, #2);Philip Reeve;2003;3.92;25409;https://www.goodreads.com/book/show/48722.Predator_s_Gold
Mitosis (The Reckoners, #1.5);Brandon Sanderson;2013;3.85;39467;https://www.goodreads.com/book/show/18966322-mitosis
The City of Mirrors (The Passage, #3);Justin Cronin;2016;4.21;57748;https://www.goodreads.com/book/show/26891429-the-city-of-mirrors
Neutron Star (Known Space);Larry Niven;1966;4.13;12822;https://www.goodreads.com/book/show/100366.Neutron_Star
The Lost Colony (Artemis Fowl, #5);Eoin Colfer;2006;4.01;157339;https://www.goodreads.com/book/show/37586.The_Lost_Colony
Grasshopper Jungle (Hardcover);Andrew  Smith;2014;3.64;18516;https://www.goodreads.com/book/show/18079719-grasshopper-jungle
Saturn Run (Hardcover);John Sandford;2015;3.91;14987;https://www.goodreads.com/book/show/24611668-saturn-run
Lines of Departure (Frontlines, #2);Marko Kloos;2014;4.16;21248;https://www.goodreads.com/book/show/20329634-lines-of-departure
The Dead and the Gone (Last Survivors, #2);Susan Beth Pfeffer;2008;3.85;40860;https://www.goodreads.com/book/show/2169506.The_Dead_and_the_Gone
Origin (Lux, #4);Jennifer L. Armentrout;2013;4.32;114316;https://www.goodreads.com/book/show/13644052-origin
Piranesi (Hardcover);Susanna Clarke;2020;4.23;313045;https://www.goodreads.com/book/show/50202953-piranesi
The Call of Earth (Homecoming, #2);Orson Scott Card;1993;3.61;12032;https://www.goodreads.com/book/show/7971.The_Call_of_Earth
The Star Diaries: Further Reminiscences of Ijon Tichy (Paperback);Stanisław Lem;1971;4.23;9376;https://www.goodreads.com/book/show/889418.The_Star_Diaries
Lies (Gone, #3);Michael  Grant;2010;4.07;69573;https://www.goodreads.com/book/show/61762207-lies
Dry (Hardcover);Neal Shusterman;2018;4.02;48184;https://www.goodreads.com/book/show/38355098-dry
Star Wars: The Empire Strikes Back (Star Wars Novelizations, #5);Donald F. Glut;1980;4.1;13111;https://www.goodreads.com/book/show/77111.Star_Wars
Crystal Line (Crystal Singer, #3);Anne McCaffrey;1992;4.06;12477;https://www.goodreads.com/book/show/61970.Crystal_Line
Clay's Ark (Patternmaster, #3);Octavia E. Butler;1984;3.83;10782;https://www.goodreads.com/book/show/60933.Clay_s_Ark
Max (Maximum Ride, #5);James Patterson;2009;4.05;74977;https://www.goodreads.com/book/show/3393124-max
Earth Unaware (The First Formic War, #1);Orson Scott Card;2012;3.98;56229;https://www.goodreads.com/book/show/13151129-earth-unaware
Deathworld 1 (Deathworld, #1);Harry Harrison;1960;3.93;8900;https://www.goodreads.com/book/show/2037559.Deathworld_1
The Chronicles of Pern: First Fall (Pern, #11.5);Anne McCaffrey;1993;4.07;17533;https://www.goodreads.com/book/show/96463.The_Chronicles_of_Pern
