title;author;year;avg_rating;ratings;url
Ship Breaker (Ship Breaker, #1);Paolo Bacigalupi;2010;3.75;44327;https://www.goodreads.com/book/show/7095831-ship-breaker
Surface Detail (Culture, #9);Iain M. Banks;2010;4.26;28531;https://www.goodreads.com/book/show/7937744-surface-detail
Breakfast of Champions (Paperback);Kurt Vonnegut Jr.;1973;4.07;264862;https://www.goodreads.com/book/show/4980.Breakfast_of_Champions
Double Star (Mass Market Paperback);Robert A. Heinlein;1956;3.91;23363;https://www.goodreads.com/book/show/175324.Double_Star
Crossed (Matched, #2);Ally Condie;2011;3.52;249576;https://www.goodreads.com/book/show/15812814-crossed
The Android's Dream (Hardcover);John Scalzi;2006;3.98;22678;https://www.goodreads.com/book/show/7081.The_Android_s_Dream
Pushing Ice (Hardcover);Alastair Reynolds;2005;4.07;20114;https://www.goodreads.com/book/show/89186.Pushing_Ice
Mirror Dance (Vorkosigan Saga, #8);Lois McMaster Bujold;1994;4.31;22389;https://www.goodreads.com/book/show/61909.Mirror_Dance
The Minority Report (Hardcover);Philip K. Dick;1956;3.84;23026;https://www.goodreads.com/book/show/581125.The_Minority_Report
When You Reach Me (Hardcover);Rebecca Stead;2009;4.08;112140;https://www.goodreads.com/book/show/5310515-when-you-reach-me
Brothers in Arms (Vorkosigan Saga, #5);Lois McMaster Bujold;1989;4.2;18401;https://www.goodreads.com/book/show/296182.Brothers_in_Arms
A Civil Campaign (Vorkosigan Saga, #12);Lois McMaster Bujold;1999;4.41;19442;https://www.goodreads.com/book/show/61899.A_Civil_Campaign
Rocannon's World (Mass Market Paperback);Ursula K. Le Guin;1966;3.78;21000;https://www.goodreads.com/book/show/92610.Rocannon_s_World
Absolution Gap (Revelation Space, #3);Alastair Reynolds;2003;4.02;23387;https://www.goodreads.com/book/show/89184.Absolution_Gap
Woken Furies (Takeshi Kovacs, #3);Richard K. Morgan;2005;4.02;30850;https://www.goodreads.com/book/show/29397.Woken_Furies
The End of All Things (Old Man's War, #6);John Scalzi;2015;4.0;24694;https://www.goodreads.com/book/show/23168809-the-end-of-all-things
The Last Star (The 5th Wave, #3);Rick Yancey;2016;3.61;76845;https://www.goodreads.com/book/show/16131489-the-last-star
Memory (Vorkosigan Saga, #10);Lois McMaster Bujold;1996;4.43;18920;https://www.goodreads.com/book/show/61880.Memory
Home: Habitat, Range, Niche, Territory (The Murderbot Diaries, #4.5);Martha Wells;2020;4.1;21838;https://www.goodreads.com/book/show/57623348-home
City of Golden Shadow (Otherland, #1);Tad Williams;1996;3.93;27951;https://www.goodreads.com/book/show/28695.City_of_Golden_Shadow
Gods of Risk (The Expanse, #2.5);James S.A. Corey;2012;3.73;22746;https://www.goodreads.com/book/show/15837317-gods-of-risk
The Selection (The Selection, #1);Kiera Cass;2012;4.08;1606127;https://www.goodreads.com/book/show/10507293-the-selection
Saga, Volume 7 (Paperback);Brian K. Vaughan;2017;4.48;46068;https://www.goodreads.com/book/show/29237211-saga-volume-7
Head On (Lock In, #2);John Scalzi;2018;4.01;23702;https://www.goodreads.com/book/show/35018901-head-on
Wildcard (Warcross, #2);Marie Lu;2018;4.0;56082;https://www.goodreads.com/book/show/29386918-wildcard
Under the Never Sky (Under the Never Sky, #1);Veronica Rossi;2011;3.99;114641;https://www.goodreads.com/book/show/11594257-under-the-never-sky
From the Earth to the Moon (Paperback);Jules Verne;1865;3.76;36314;https://www.goodreads.com/book/show/32827.From_the_Earth_to_the_Moon
The Churn (The Expanse, #3.5);James S.A. Corey;2014;4.11;25316;https://www.goodreads.com/book/show/20981355-the-churn
The Adoration of Jenna Fox (Jenna Fox Chronicles, #1);Mary E. Pearson;2008;3.69;52116;https://www.goodreads.com/book/show/1902241.The_Adoration_of_Jenna_Fox
The Ship Who Sang (Brainship, #1);Anne McCaffrey;1969;4.04;25889;https://www.goodreads.com/book/show/203288.The_Ship_Who_Sang
Obsidian (Lux #1);Jennifer L. Armentrout;2011;4.14;286135;https://www.goodreads.com/book/show/195790629-obsidian
Virtual Light (Bridge, #1);William Gibson;1993;3.87;25780;https://www.goodreads.com/book/show/22326.Virtual_Light
Blood Music (Paperback);Greg Bear;1985;3.84;15399;https://www.goodreads.com/book/show/340819.Blood_Music
The Hydrogen Sonata (Culture, #10);Iain M. Banks;2012;4.2;24064;https://www.goodreads.com/book/show/13497991-the-hydrogen-sonata
How to Live Safely in a Science Fictional Universe (Hardcover);Charles Yu;2010;3.45;18874;https://www.goodreads.com/book/show/7726420-how-to-live-safely-in-a-science-fictional-universe
Nemesis (Mass Market Paperback);Isaac Asimov;1989;3.8;18160;https://www.goodreads.com/book/show/302625.Nemesis
The Difference Engine (Mass Market Paperback);William Gibson;1990;3.46;22301;https://www.goodreads.com/book/show/337116.The_Difference_Engine
Nexus (Nexus, #1);Ramez Naam;2012;4.04;20386;https://www.goodreads.com/book/show/13642710-nexus
Champion (Legend, #3);Marie Lu;2013;4.32;222048;https://www.goodreads.com/book/show/18291576-champion
The Uplift War (The Uplift Saga, #3);David Brin;1987;4.07;26808;https://www.goodreads.com/book/show/234489.The_Uplift_War
Ice Planet Barbarians (Ice Planet Barbarians, #1);Ruby Dixon;2015;3.64;152532;https://www.goodreads.com/book/show/25128811-ice-planet-barbarians
A Million Suns (Across the Universe, #2);Beth Revis;2012;4.01;54530;https://www.goodreads.com/book/show/10345927-a-million-suns
Tau Zero (Paperback);Poul Anderson;1970;3.83;15190;https://www.goodreads.com/book/show/240617.Tau_Zero
Emergency Skin (Kindle Edition);N.K. Jemisin;2019;4.03;29537;https://www.goodreads.com/book/show/49669410-emergency-skin
Thrawn (Star Wars: Thrawn, #1);Timothy Zahn;2017;4.31;51356;https://www.goodreads.com/book/show/31140332-thrawn
The Fold (Threshold, #2);Peter Clines;2015;3.88;31395;https://www.goodreads.com/book/show/23164927-the-fold
The Rise and Fall of D.O.D.O. (D.O.D.O., #1);Neal Stephenson;2017;3.86;32589;https://www.goodreads.com/book/show/32075825-the-rise-and-fall-of-d-o-d-o
The Dispatcher (The Dispatcher, #1);John Scalzi;2016;3.98;33788;https://www.goodreads.com/book/show/26082188-the-dispatcher
All Clear (All Clear, #2);Connie Willis;2010;4.08;21009;https://www.goodreads.com/book/show/7519231-all-clear
The Book of Strange New Things (Hardcover);Michel Faber;2014;3.66;31896;https://www.goodreads.com/book/show/20697435-the-book-of-strange-new-things
Carve the Mark (Carve the Mark, #1);Veronica Roth;2017;3.78;90971;https://www.goodreads.com/book/show/30117284-carve-the-mark
Ethan of Athos (Vorkosigan Saga, #3);Lois McMaster Bujold;1986;3.8;16124;https://www.goodreads.com/book/show/990093.Ethan_of_Athos
The Prefect (Prefect Dreyfus Emergency, #1);Alastair Reynolds;2007;4.16;20112;https://www.goodreads.com/book/show/89195.The_Prefect
Agent to the Stars (Hardcover);John Scalzi;2004;3.92;22298;https://www.goodreads.com/book/show/88072.Agent_to_the_Stars
Dragonquest (Dragonriders of Pern, #2);Anne McCaffrey;1971;4.1;50764;https://www.goodreads.com/book/show/127584.Dragonquest
The Institute (Hardcover);Stephen         King;2019;4.2;288092;https://www.goodreads.com/book/show/43798285-the-institute
Next (Hardcover);Michael Crichton;2006;3.53;74242;https://www.goodreads.com/book/show/7661.Next
Dhalgren (Kindle Edition);Samuel R. Delany;1975;3.78;11607;https://www.goodreads.com/book/show/40963358-dhalgren
Fantastic Voyage (Mass Market Paperback);Isaac Asimov;1966;3.91;28090;https://www.goodreads.com/book/show/83539.Fantastic_Voyage
The Shadow of the Torturer (The Book of the New Sun, #1);Gene Wolfe;1980;3.83;30715;https://www.goodreads.com/book/show/60211.The_Shadow_of_the_Torturer
We Are the Ants (Hardcover);Shaun David Hutchinson;2016;4.11;50603;https://www.goodreads.com/book/show/23677341-we-are-the-ants
Planetfall (Planetfall, #1);Emma Newman;2015;3.72;12117;https://www.goodreads.com/book/show/24237785-planetfall
The Butlerian Jihad (Legends of Dune, #1);Brian Herbert;2002;3.96;65956;https://www.goodreads.com/book/show/99219.The_Butlerian_Jihad
CryoBurn (Vorkosigan Saga, #14);Lois McMaster Bujold;2010;4.08;16218;https://www.goodreads.com/book/show/7841670-cryoburn
Komarr (Vorkosigan Saga, #11);Lois McMaster Bujold;1998;4.29;17715;https://www.goodreads.com/book/show/61884.Komarr
Artemis Fowl (Artemis Fowl, #1);Eoin Colfer;2001;3.86;550888;https://www.goodreads.com/book/show/249747.Artemis_Fowl
The City We Became (Great Cities, #1);N.K. Jemisin;2020;3.86;72344;https://www.goodreads.com/book/show/42074525-the-city-we-became
The Cat Who Walks Through Walls (Mass Market Paperback);Robert A. Heinlein;1985;3.71;23489;https://www.goodreads.com/book/show/16685.The_Cat_Who_Walks_Through_Walls
Alas, Babylon (Perennial Classics);Pat Frank;1959;4.08;46304;https://www.goodreads.com/book/show/38169.Alas_Babylon
All Our Wrong Todays (Kindle Edition);Elan Mastai;2017;3.75;28055;https://www.goodreads.com/book/show/27405006-all-our-wrong-todays
Empire of Silence (Sun Eater, #1);Christopher Ruocchio;2018;4.06;18046;https://www.goodreads.com/book/show/36454667-empire-of-silence
The Age of Miracles (Paperback);Karen Thompson Walker;2012;3.66;93061;https://www.goodreads.com/book/show/12401556-the-age-of-miracles
Bloodchild and Other Stories (Paperback);Octavia E. Butler;1995;4.35;23902;https://www.goodreads.com/book/show/60930.Bloodchild_and_Other_Stories
Autonomous (Hardcover);Annalee Newitz;2017;3.58;17124;https://www.goodreads.com/book/show/28209634-autonomous
The White Dragon (The Dragonriders of Pern, #3);Anne McCaffrey;1978;4.19;48418;https://www.goodreads.com/book/show/127586.The_White_Dragon
The 100 (The 100, #1);Kass Morgan;2013;3.58;78312;https://www.goodreads.com/book/show/17332969-the-100
Songs of Distant Earth (Paperback);Arthur C. Clarke;1986;3.91;16180;https://www.goodreads.com/book/show/117842.Songs_of_Distant_Earth
Imago (Xenogenesis, #3);Octavia E. Butler;1989;4.2;21220;https://www.goodreads.com/book/show/60934.Imago
Captain Vorpatril's Alliance (Vorkosigan Saga, #15);Lois McMaster Bujold;2012;4.2;16374;https://www.goodreads.com/book/show/12998057-captain-vorpatril-s-alliance
Reamde (Hardcover);Neal Stephenson;2011;3.99;55793;https://www.goodreads.com/book/show/10552338-reamde
Boneshaker (The Clockwork Century, #1);Cherie Priest;2009;3.52;33733;https://www.goodreads.com/book/show/1137215.Boneshaker
The Water Knife (Hardcover);Paolo Bacigalupi;2015;3.85;26498;https://www.goodreads.com/book/show/23209924-the-water-knife
Diplomatic Immunity (Vorkosigan Saga, #13);Lois McMaster Bujold;2002;4.19;16648;https://www.goodreads.com/book/show/61901.Diplomatic_Immunity
Remote Control (Kindle Edition);Nnedi Okorafor;2021;3.85;17404;https://www.goodreads.com/book/show/34215764-remote-control
The Short Victorious War (Honor Harrington, #3);David Weber;1994;4.18;23786;https://www.goodreads.com/book/show/77736.The_Short_Victorious_War
Red Queen (Red Queen, #1);Victoria Aveyard;2015;4.0;1051216;https://www.goodreads.com/book/show/22328546-red-queen
Lexicon (Hardcover);Max Barry;2013;3.91;37754;https://www.goodreads.com/book/show/16158596-lexicon
Idoru (Bridge, #2);William Gibson;1996;3.83;24169;https://www.goodreads.com/book/show/22325.Idoru
Inversions (Culture, #6);Iain M. Banks;1998;3.95;18687;https://www.goodreads.com/book/show/12017.Inversions
The State of the Art (Culture, #4);Iain M. Banks;1991;3.83;18114;https://www.goodreads.com/book/show/129131.The_State_of_the_Art
House Atreides (Prelude to Dune, #1);Brian Herbert;1999;3.82;27939;https://www.goodreads.com/book/show/761575.House_Atreides
The One (Kindle Edition);John Marrs;2016;4.11;192501;https://www.goodreads.com/book/show/40670312-the-one
The Complete Robot (Robot #0.3);Isaac Asimov;1982;4.33;18011;https://www.goodreads.com/book/show/50091.The_Complete_Robot
And Another Thing... (The Hitchhiker's Guide to the Galaxy, #6);Eoin Colfer;2009;3.56;32221;https://www.goodreads.com/book/show/6359434-and-another-thing
The Drowned World (Paperback);J.G. Ballard;1962;3.48;18894;https://www.goodreads.com/book/show/16234584-the-drowned-world
The Garden of Rama (Rama, #3);Arthur C. Clarke;1991;3.79;25577;https://www.goodreads.com/book/show/112518.The_Garden_of_Rama
Unravel Me (Shatter Me, #2);Tahereh Mafi;2013;4.13;595700;https://www.goodreads.com/book/show/13104080-unravel-me
Semiosis (Semiosis, #1);Sue Burke;2018;3.91;13236;https://www.goodreads.com/book/show/35018907-semiosis
The First Men in the Moon (Paperback);H.G. Wells;1901;3.65;17074;https://www.goodreads.com/book/show/536478.The_First_Men_in_the_Moon
The Luminous Dead (Kindle Edition);Caitlin  Starling;2019;3.66;16510;https://www.goodreads.com/book/show/36117102-the-luminous-dead
Trading in Danger (Vatta's War, #1);Elizabeth Moon;2003;4.0;15508;https://www.goodreads.com/book/show/284658.Trading_in_Danger
Rainbows End (Mass Market Paperback);Vernor Vinge;2006;3.77;18417;https://www.goodreads.com/book/show/102439.Rainbows_End
Lilith's Brood (Xenogenesis, #1-3);Octavia E. Butler;1987;4.37;20546;https://www.goodreads.com/book/show/60926.Lilith_s_Brood
Darwin's Radio (Darwin's Radio, #1);Greg Bear;1999;3.73;15973;https://www.goodreads.com/book/show/64923.Darwin_s_Radio
Nona the Ninth (The Locked Tomb, #3);Tamsyn Muir;2022;4.35;42753;https://www.goodreads.com/book/show/58662507-nona-the-ninth
Saga, Volume 8 (Paperback);Brian K. Vaughan;2017;4.46;37318;https://www.goodreads.com/book/show/43307890-saga-volume-8
The Ministry of Time (Hardcover);Kaliane Bradley;2024;3.62;46846;https://www.goodreads.com/book/show/199798179-the-ministry-of-time
Into the Drowning Deep (Rolling in the Deep, #1);Mira Grant;2017;3.96;37290;https://www.goodreads.com/book/show/34523174-into-the-drowning-deep
The Atrocity Archives (Laundry Files, #1);Charles Stross;2004;3.9;26034;https://www.goodreads.com/book/show/101869.The_Atrocity_Archives
Partials (Partials Sequence, #1);Dan Wells;2012;3.93;59020;https://www.goodreads.com/book/show/12476820-partials
Cloud Cuckoo Land (Hardcover);Anthony Doerr;2021;4.26;228408;https://www.goodreads.com/book/show/56783258-cloud-cuckoo-land
All You Need Is Kill (Paperback);Hiroshi Sakurazaka;2004;4.03;22249;https://www.goodreads.com/book/show/6255949-all-you-need-is-kill
Dragonsong (Harper Hall, #1);Anne McCaffrey;1976;4.25;56660;https://www.goodreads.com/book/show/28541.Dragonsong
Anthem (Paperback);Ayn Rand;1938;3.61;158262;https://www.goodreads.com/book/show/667.Anthem
The Running Man (Paperback);Richard Bachman;1982;3.9;137212;https://www.goodreads.com/book/show/11607.The_Running_Man
The Measure (Hardcover);Nikki Erlick;2022;3.99;239405;https://www.goodreads.com/book/show/58884736-the-measure
V for Vendetta (Hardcover);Alan             Moore;1990;4.26;312179;https://www.goodreads.com/book/show/5805.V_for_Vendetta
The Gone World (Hardcover);Tom Sweterlitsch;2018;3.93;21157;https://www.goodreads.com/book/show/33413556-the-gone-world
Elder Race (Paperback);Adrian Tchaikovsky;2021;4.11;18564;https://www.goodreads.com/book/show/50663055-elder-race
Four: A Divergent Story Collection (Divergent, #0.1-0.4);Veronica Roth;2014;3.95;234998;https://www.goodreads.com/book/show/18126198-four
Foreigner (Foreigner, #1);C.J. Cherryh;1994;3.92;10434;https://www.goodreads.com/book/show/57043.Foreigner
The Last Question (Audio CD);Isaac Asimov;1956;4.54;26439;https://www.goodreads.com/book/show/4808763-the-last-question
Terms of Enlistment (Frontlines, #1);Marko Kloos;2013;4.05;31301;https://www.goodreads.com/book/show/18800655-terms-of-enlistment
The Mountain in the Sea (Hardcover);Ray Nayler;2022;3.93;22400;https://www.goodreads.com/book/show/59808603-the-mountain-in-the-sea
Dragonsdawn (Pern, #9);Anne McCaffrey;1988;4.22;40390;https://www.goodreads.com/book/show/465904.Dragonsdawn
The City in the Middle of the Night (Hardcover);Charlie Jane Anders;2019;3.5;12010;https://www.goodreads.com/book/show/37534907-the-city-in-the-middle-of-the-night
The Test (Paperback);Sylvain Neuvel;2019;3.83;21721;https://www.goodreads.com/book/show/41940388-the-test
The Long War (The Long Earth, #2);Terry Pratchett;2013;3.64;25513;https://www.goodreads.com/book/show/17167572-the-long-war
Messenger (The Giver, #3);Lois Lowry;2004;3.91;139670;https://www.goodreads.com/book/show/12930.Messenger
The Rise of Nine (Lorien Legacies, #3);Pittacus Lore;2012;4.17;108997;https://www.goodreads.com/book/show/12971616-the-rise-of-nine
Citizen of the Galaxy (Paperback);Robert A. Heinlein;1957;4.01;17174;https://www.goodreads.com/book/show/16689.Citizen_of_the_Galaxy
New York 2140 (Hardcover);Kim Stanley Robinson;2017;3.59;14657;https://www.goodreads.com/book/show/29570143-new-york-2140
Grass (Arbai, #1);Sheri S. Tepper;1989;4.03;12706;https://www.goodreads.com/book/show/104342.Grass
Forever Peace (The Forever War, #3);Joe Haldeman;1997;3.75;21776;https://www.goodreads.com/book/show/21618.Forever_Peace
Battlefield Earth: A Saga of the Year 3000 (Paperback);L. Ron Hubbard;1982;3.54;23395;https://www.goodreads.com/book/show/769658.Battlefield_Earth
Aurora Burning (The Aurora Cycle, #2);Amie Kaufman;2020;4.26;37181;https://www.goodreads.com/book/show/40516960-aurora-burning
Parasite (Parasitology, #1);Mira Grant;2013;3.68;17863;https://www.goodreads.com/book/show/13641105-parasite
Aftermath (Star Wars: Aftermath, #1);Chuck Wendig;2015;3.3;33050;https://www.goodreads.com/book/show/25131600-aftermath
Children of God (The Sparrow, #2);Mary Doria Russell;1998;4.09;21743;https://www.goodreads.com/book/show/16948.Children_of_God
The Gods of Mars (Barsoom #2);Edgar Rice Burroughs;1913;3.88;19588;https://www.goodreads.com/book/show/841973.The_Gods_of_Mars
Calamity (Reckoners, #3);Brandon Sanderson;2016;4.18;84031;https://www.goodreads.com/book/show/15704486-calamity
Olympos (Ilium, #2);Dan Simmons;2005;3.95;19492;https://www.goodreads.com/book/show/3972.Olympos
Great North Road (Hardcover);Peter F. Hamilton;2012;4.07;17424;https://www.goodreads.com/book/show/13573419-great-north-road
The Temporal Void (Void #2);Peter F. Hamilton;2008;4.24;23689;https://www.goodreads.com/book/show/3437328-the-temporal-void
The Last Cuentista (Hardcover);Donna Barba Higuera;2021;4.07;23047;https://www.goodreads.com/book/show/56817365-the-last-cuentista
The Fated Sky (Lady Astronaut Universe, #2);Mary Robinette Kowal;2018;4.27;14190;https://www.goodreads.com/book/show/33081262-the-fated-sky
The Light Brigade (Hardcover);Kameron Hurley;2019;3.89;10557;https://www.goodreads.com/book/show/40523931-the-light-brigade
The Twelve (The Passage, #2);Justin Cronin;2012;4.03;101918;https://www.goodreads.com/book/show/13281368-the-twelve
Galápagos (Paperback);Kurt Vonnegut Jr.;1985;3.87;83076;https://www.goodreads.com/book/show/9593.Gal_pagos
Reached (Matched, #3);Ally Condie;2012;3.54;170020;https://www.goodreads.com/book/show/13125947-reached
Footfall (Paperback);Larry Niven;1985;3.92;16949;https://www.goodreads.com/book/show/116356.Footfall
Star Maker (Paperback);Olaf Stapledon;1937;3.91;8420;https://www.goodreads.com/book/show/525304.Star_Maker
The Subtle Knife (His Dark Materials, #2);Philip Pullman;1997;4.15;441250;https://www.goodreads.com/book/show/41637836-the-subtle-knife
The Machine Stops (Paperback);E.M. Forster;1909;4.07;17627;https://www.goodreads.com/book/show/4711854-the-machine-stops
Outlander (Outlander, #1);Diana Gabaldon;1991;4.26;1080149;https://www.goodreads.com/book/show/10964.Outlander
Dragonsinger (Harper Hall, #2);Anne McCaffrey;1977;4.3;47059;https://www.goodreads.com/book/show/28547.Dragonsinger
The Ferryman (Hardcover);Justin Cronin;2023;3.93;32831;https://www.goodreads.com/book/show/61282437-the-ferryman
Battle Royale (Paperback);Koushun Takami;1999;4.26;77963;https://www.goodreads.com/book/show/57891.Battle_Royale
Brave New World / Brave New World Revisited (Paperback);Aldous Huxley;1958;4.16;167029;https://www.goodreads.com/book/show/5479.Brave_New_World_Brave_New_World_Revisited
Diaspora (Paperback);Greg Egan;1997;4.11;9912;https://www.goodreads.com/book/show/156785.Diaspora
Field of Dishonor (Honor Harrington, #4);David Weber;1994;4.22;21514;https://www.goodreads.com/book/show/504369.Field_of_Dishonor
Neverwhere (London Below, #1);Neil Gaiman;1996;4.17;540510;https://www.goodreads.com/book/show/14497.Neverwhere
The Stars Are Legion (Kindle Edition);Kameron Hurley;2017;3.65;10223;https://www.goodreads.com/book/show/29090844-the-stars-are-legion
The Forge of God (Forge of God, #1);Greg Bear;1987;3.86;15680;https://www.goodreads.com/book/show/64732.The_Forge_of_God
Ignite Me (Shatter Me, #3);Tahereh Mafi;2014;4.46;523666;https://www.goodreads.com/book/show/13188676-ignite-me
School's Out—Forever (Maximum Ride, #2);James Patterson;2006;4.14;122165;https://www.goodreads.com/book/show/13139.School_s_Out_Forever
The Cyberiad (Paperback);Stanisław Lem;1965;4.14;13147;https://www.goodreads.com/book/show/18194.The_Cyberiad
The Neutronium Alchemist (Night's Dawn, #2);Peter F. Hamilton;1997;4.27;19976;https://www.goodreads.com/book/show/479561.The_Neutronium_Alchemist
Player Piano (Paperback);Kurt Vonnegut Jr.;1952;3.9;57984;https://www.goodreads.com/book/show/9597.Player_Piano
The Atlantis Gene (The Origin Mystery, #1);A.G. Riddle;2013;3.79;79042;https://www.goodreads.com/book/show/25843420-the-atlantis-gene
Singularity Sky (Eschaton, #1);Charles Stross;2003;3.84;15623;https://www.goodreads.com/book/show/81992.Singularity_Sky
A War of Gifts (Ender's Saga, #1.1);Orson Scott Card;2007;3.68;17319;https://www.goodreads.com/book/show/552987.A_War_of_Gifts
The Drawing of the Three (The Dark Tower, #2);Stephen         King;1987;4.23;268326;https://www.goodreads.com/book/show/5094.The_Drawing_of_the_Three
Fearless (The Lost Fleet, #2);Jack Campbell;2007;3.99;22325;https://www.goodreads.com/book/show/96594.Fearless
The Naked God (Night's Dawn, #3);Peter F. Hamilton;1999;4.22;19885;https://www.goodreads.com/book/show/45260.The_Naked_God
Children of Memory (Children of Time, #3);Adrian Tchaikovsky;2022;4.02;20501;https://www.goodreads.com/book/show/60850767-children-of-memory
The Female Man (Paperback);Joanna Russ;1975;3.47;8055;https://www.goodreads.com/book/show/908311.The_Female_Man
How to Stop Time (Paperback);Matt Haig;2017;3.83;183940;https://www.goodreads.com/book/show/45152372-how-to-stop-time
Among the Hidden (Shadow Children, #1);Margaret Peterson Haddix;1998;3.99;126664;https://www.goodreads.com/book/show/227651.Among_the_Hidden
The Amber Spyglass (His Dark Materials, #3);Philip Pullman;2000;4.1;365256;https://www.goodreads.com/book/show/18122.The_Amber_Spyglass
Sea of Rust (Sea of Rust, #1);C. Robert Cargill;2017;4.05;13376;https://www.goodreads.com/book/show/32617610-sea-of-rust
Flashforward (Paperback);Robert J. Sawyer;1999;3.65;16234;https://www.goodreads.com/book/show/337132.Flashforward
Flag in Exile (Honor Harrington, #5);David Weber;2002;4.22;19446;https://www.goodreads.com/book/show/77738.Flag_in_Exile
The Stainless Steel Rat (Stainless Steel Rat, #4);Harry Harrison;1961;3.92;15914;https://www.goodreads.com/book/show/64394.The_Stainless_Steel_Rat
House Harkonnen (Prelude to Dune, #2);Brian Herbert;2000;3.74;18870;https://www.goodreads.com/book/show/20253.House_Harkonnen
The Evolutionary Void (Void, #3);Peter F. Hamilton;2009;4.28;22399;https://www.goodreads.com/book/show/7438179-the-evolutionary-void
A Beautifully Foolish Endeavor (The Carls, #2);Hank Green;2020;4.24;50958;https://www.goodreads.com/book/show/49003616-a-beautifully-foolish-endeavor
The Man Who Fell to Earth (Paperback);Walter Tevis;1963;4.05;14662;https://www.goodreads.com/book/show/396329.The_Man_Who_Fell_to_Earth
Pandemonium (Delirium, #2);Lauren Oliver;2012;4.03;241077;https://www.goodreads.com/book/show/9593911-pandemonium
Shades of Earth (Across the Universe, #3);Beth Revis;2013;4.07;33861;https://www.goodreads.com/book/show/10345937-shades-of-earth
Martian Time-Slip (Paperback);Philip K. Dick;1964;3.78;13466;https://www.goodreads.com/book/show/697251.Martian_Time_Slip
The Darkness Outside Us (Hardcover);Eliot Schrefer;2021;4.32;23782;https://www.goodreads.com/book/show/55200663-the-darkness-outside-us
Invasion of the Body Snatchers (Paperback);Jack Finney;1955;3.9;23329;https://www.goodreads.com/book/show/127515.Invasion_of_the_Body_Snatchers
The Salmon of Doubt: Hitchhiking the Galaxy One Last Time (Mass Market Paperback);Douglas Adams;2002;3.93;29844;https://www.goodreads.com/book/show/359.The_Salmon_of_Doubt
Tunnel in the Sky (Paperback);Robert A. Heinlein;1955;3.95;13758;https://www.goodreads.com/book/show/16683.Tunnel_in_the_Sky
The Space Merchants (The Space Merchants, #1);Frederik Pohl;1952;3.84;10763;https://www.goodreads.com/book/show/392566.The_Space_Merchants
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Mass Market Paperback);Terry Pratchett;1990;4.26;770704;https://www.goodreads.com/book/show/12067.Good_Omens
Armor (Mass Market Paperback);John Steakley;1984;4.11;19780;https://www.goodreads.com/book/show/102327.Armor
UnWholly (Unwind, #2);Neal Shusterman;2012;4.25;61688;https://www.goodreads.com/book/show/13545075-unwholly
Paper Girls, Volume 2 (Paperback);Brian K. Vaughan;2016;4.1;33732;https://www.goodreads.com/book/show/31338724-paper-girls-volume-2
Translation State (Hardcover);Ann Leckie;2023;4.09;11740;https://www.goodreads.com/book/show/62873999-translation-state
On the Beach (Paperback);Nevil Shute;1957;3.97;45687;https://www.goodreads.com/book/show/38180.On_the_Beach
Some Desperate Glory (Hardcover);Emily Tesh;2023;4.06;9642;https://www.goodreads.com/book/show/58388343-some-desperate-glory
Time Out of Joint (Paperback);Philip K. Dick;1959;3.86;15129;https://www.goodreads.com/book/show/698034.Time_Out_of_Joint
Wanderers (Wanderers, #1);Chuck Wendig;2019;3.98;27198;https://www.goodreads.com/book/show/32603079-wanderers
Hominids (Neanderthal Parallax, #1);Robert J. Sawyer;2002;3.8;13312;https://www.goodreads.com/book/show/264946.Hominids
Cordelia's Honor (Vorkosigan Omnibus, #1);Lois McMaster Bujold;1996;4.33;14130;https://www.goodreads.com/book/show/61900.Cordelia_s_Honor
Methuselah's Children (Paperback);Robert A. Heinlein;1958;4.01;20745;https://www.goodreads.com/book/show/175319.Methuselah_s_Children
Shadows in Flight (The Shadow Series, #5);Orson Scott Card;2011;3.82;20432;https://www.goodreads.com/book/show/12040447-shadows-in-flight
Found (The Missing, #1);Margaret Peterson Haddix;2008;3.98;40730;https://www.goodreads.com/book/show/1675216.Found
They Both Die at the End (Death-Cast, #1);Adam Silvera;2017;3.76;777619;https://www.goodreads.com/book/show/33385229-they-both-die-at-the-end
The Waste Lands (The Dark Tower, #3);Stephen         King;1991;4.25;227899;https://www.goodreads.com/book/show/34084.The_Waste_Lands
The Inverted World (Hardcover);Christopher Priest;1974;3.94;9535;https://www.goodreads.com/book/show/142181.The_Inverted_World
I Who Have Never Known Men (Paperback);Jacqueline Harpman;1995;4.22;83127;https://www.goodreads.com/book/show/11996.I_Who_Have_Never_Known_Men
How Long 'til Black Future Month? (Hardcover);N.K. Jemisin;2018;4.28;17176;https://www.goodreads.com/book/show/40855636-how-long-til-black-future-month
Y: The Last Man, Vol. 1: Unmanned (Paperback);Brian K. Vaughan;2003;4.08;116703;https://www.goodreads.com/book/show/156534.Y
The Diabolic (The Diabolic, #1);S.J. Kincaid;2016;4.05;26310;https://www.goodreads.com/book/show/26836910-the-diabolic
The Loneliest Girl in the Universe (Paperback);Lauren   James;2018;3.74;22887;https://www.goodreads.com/book/show/32601841-the-loneliest-girl-in-the-universe
The Last Policeman (The Last Policeman, #1);Ben H. Winters;2012;3.77;33919;https://www.goodreads.com/book/show/13330370-the-last-policeman
